Client_ID,Status,Days_To_First_Engagement,Days_To_First_Engagement_Num,Completed_Flag,Churned_Flag,Checkin_Rate_Pct,Goal_Achieved,Goal_Achieved_Flag,Engagement_Threshold_Group
C0357,Completed,7,7,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C0358,Inactive,7,7,0,1,28.6,Ongoing,0,Did Not Engage Within 3 Days
C0359,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0360,Inactive,1,1,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C0361,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0362,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C0363,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C0364,Completed,7,7,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C0365,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C0366,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0367,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0368,Quit,1,1,0,1,21.4,No,0,Engaged Within 3 Days
C0369,Quit,5,5,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0370,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0371,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0372,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0373,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C0374,Completed,5,5,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C0375,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0376,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0377,Inactive,5,5,0,1,35.7,Ongoing,0,Did Not Engage Within 3 Days
C0378,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C0379,Completed,5,5,1,0,78.6,Partial,1,Did Not Engage Within 3 Days
C0380,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0381,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C0382,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0383,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0384,Ghost,5,5,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0385,Ghost,5,5,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0386,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0387,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C0388,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0389,Completed,5,5,1,0,100.0,Partial,1,Did Not Engage Within 3 Days
C0390,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C0391,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0392,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0393,Inactive,7,7,0,1,28.6,Ongoing,0,Did Not Engage Within 3 Days
C0394,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0395,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0396,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0397,Completed,5,5,1,0,92.9,Partial,1,Did Not Engage Within 3 Days
C0398,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C0399,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C0400,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0401,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0402,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0403,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0404,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C0405,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C0406,Inactive,7,7,0,1,21.4,Ongoing,0,Did Not Engage Within 3 Days
C0407,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0408,Inactive,3,3,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C0409,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0410,Completed,5,5,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C0411,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0412,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0413,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0414,Completed,3,3,1,0,92.9,Partial,1,Engaged Within 3 Days
C0415,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C0416,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0417,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C0418,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C0419,Inactive,3,3,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C0420,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C0421,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0422,Ghost,0,0,0,1,0.0,No,0,Engaged Within 3 Days
C0423,Ghost,1,1,0,1,0.0,No,0,Engaged Within 3 Days
C0424,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C0425,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0426,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C0427,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0428,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0429,Completed,3,3,1,0,78.6,Partial,1,Engaged Within 3 Days
C0430,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C0431,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0432,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0433,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C0434,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0435,Ghost,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C0436,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C0437,Completed,3,3,1,0,92.9,Partial,1,Engaged Within 3 Days
C0438,Inactive,2,2,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C0439,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C0440,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C0441,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0442,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0443,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C0444,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C0445,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0446,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0447,Completed,5,5,1,0,78.6,Partial,1,Did Not Engage Within 3 Days
C0448,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0449,Inactive,3,3,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C0450,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0451,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C0452,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0453,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C0454,Completed,5,5,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C0455,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0456,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C0457,Quit,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C0458,Inactive,2,2,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C0459,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0460,Inactive,3,3,0,1,35.7,Ongoing,0,Engaged Within 3 Days
C0461,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0462,Completed,3,3,1,0,78.6,Partial,1,Engaged Within 3 Days
C0463,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0464,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0465,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0466,Completed,5,5,1,0,92.9,Partial,1,Did Not Engage Within 3 Days
C0467,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0468,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C0469,Ghost,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C0470,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C0471,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0472,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0473,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0474,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0475,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C0476,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0477,Ghost,2,2,0,1,7.1,No,0,Engaged Within 3 Days
C0478,Inactive,5,5,0,1,35.7,Ongoing,0,Did Not Engage Within 3 Days
C0479,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0480,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C0481,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0482,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0483,Inactive,2,2,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C0484,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0485,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0486,Inactive,7,7,0,1,21.4,Ongoing,0,Did Not Engage Within 3 Days
C0487,Inactive,5,5,0,1,28.6,Ongoing,0,Did Not Engage Within 3 Days
C0488,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0489,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0490,Completed,5,5,1,0,100.0,Partial,1,Did Not Engage Within 3 Days
C0491,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0492,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0493,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0494,Completed,3,3,1,0,78.6,Partial,1,Engaged Within 3 Days
C0495,Inactive,5,5,0,1,14.3,Ongoing,0,Did Not Engage Within 3 Days
C0496,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0497,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0498,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0499,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C0500,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0501,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0502,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C0503,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0504,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0505,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0506,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0507,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0508,Ghost,7,7,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0509,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0510,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0511,Ghost,5,5,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0512,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C0513,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0514,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0515,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0516,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0517,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0518,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0519,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0520,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C0521,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0522,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C0523,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0524,Inactive,5,5,0,1,21.4,Ongoing,0,Did Not Engage Within 3 Days
C0525,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0526,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C0527,Inactive,1,1,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C0528,Inactive,7,7,0,1,35.7,Ongoing,0,Did Not Engage Within 3 Days
C0529,Inactive,5,5,0,1,35.7,Ongoing,0,Did Not Engage Within 3 Days
C0530,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0531,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0532,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C0533,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0534,Completed,3,3,1,0,78.6,Partial,1,Engaged Within 3 Days
C0535,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0536,Completed,3,3,1,0,78.6,Partial,1,Engaged Within 3 Days
C0537,Ghost,5,5,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0538,Completed,3,3,1,0,92.9,Partial,1,Engaged Within 3 Days
C0539,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0540,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0541,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0542,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0543,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0544,Ghost,5,5,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0545,Ghost,1,1,0,1,0.0,No,0,Engaged Within 3 Days
C0546,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0547,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0548,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0549,Completed,5,5,1,0,92.9,Partial,1,Did Not Engage Within 3 Days
C0550,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0551,Inactive,2,2,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C0552,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0553,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0554,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0555,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0556,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0557,Completed,5,5,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C0558,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C0559,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0560,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0561,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0562,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0563,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0564,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0565,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0566,Inactive,5,5,0,1,14.3,Ongoing,0,Did Not Engage Within 3 Days
C0567,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0568,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C0569,Inactive,5,5,0,1,35.7,Ongoing,0,Did Not Engage Within 3 Days
C0570,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C0571,Ghost,0,0,0,1,0.0,No,0,Engaged Within 3 Days
C0572,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0573,Completed,3,3,1,0,78.6,Partial,1,Engaged Within 3 Days
C0574,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0575,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C0576,Completed,3,3,1,0,92.9,Partial,1,Engaged Within 3 Days
C0577,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0578,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0579,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0580,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0581,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C0582,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C0583,Completed,5,5,1,0,85.7,Partial,1,Did Not Engage Within 3 Days
C0584,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0585,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0586,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C0587,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0588,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0589,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0590,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C0591,Inactive,1,1,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C0592,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C0593,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0594,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0595,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0596,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0597,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C0598,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C0599,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0600,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C0601,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0602,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0603,Quit,1,1,0,1,21.4,No,0,Engaged Within 3 Days
C0604,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0605,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0606,Completed,5,5,1,0,85.7,Partial,1,Did Not Engage Within 3 Days
C0607,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0608,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0609,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0610,Completed,3,3,1,0,78.6,Partial,1,Engaged Within 3 Days
C0611,Ghost,5,5,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0612,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C0613,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0614,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0615,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0616,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0617,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C0618,Completed,2,2,1,0,92.9,Partial,1,Engaged Within 3 Days
C0619,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C0620,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C0621,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C0622,Completed,5,5,1,0,92.9,Partial,1,Did Not Engage Within 3 Days
C0623,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0624,Inactive,3,3,0,1,35.7,Ongoing,0,Engaged Within 3 Days
C0625,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C0626,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0627,Completed,7,7,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0628,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0629,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C0630,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C0631,Completed,7,7,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C0632,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0633,Completed,2,2,1,0,92.9,Partial,1,Engaged Within 3 Days
C0634,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0635,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0636,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0637,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0638,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0639,Quit,2,2,0,1,7.1,No,0,Engaged Within 3 Days
C0640,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0641,Ghost,0,0,0,1,0.0,No,0,Engaged Within 3 Days
C0642,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C0643,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0644,Ghost,2,2,0,1,0.0,No,0,Engaged Within 3 Days
C0645,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C0646,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0647,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C0648,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0649,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0650,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C0651,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0652,Inactive,0,0,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C0653,Inactive,2,2,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C0654,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0655,Completed,5,5,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C0656,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0657,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C0658,Completed,5,5,1,0,100.0,Partial,1,Did Not Engage Within 3 Days
C0659,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0660,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0661,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0662,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0663,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0664,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0665,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C0666,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0667,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0668,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0669,Ghost,5,5,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0670,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C0671,Completed,5,5,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C0672,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0673,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0674,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0675,Inactive,2,2,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C0676,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0677,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0678,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C0679,Completed,5,5,1,0,92.9,Partial,1,Did Not Engage Within 3 Days
C0680,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0681,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0682,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0683,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0684,Quit,1,1,0,1,14.3,No,0,Engaged Within 3 Days
C0685,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C0686,Inactive,7,7,0,1,21.4,Ongoing,0,Did Not Engage Within 3 Days
C0687,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C0688,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0689,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0690,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0691,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0692,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0693,Inactive,3,3,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C0694,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0695,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0696,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0697,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0698,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0699,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C0700,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0701,Completed,7,7,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0702,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C0703,Inactive,5,5,0,1,28.6,Ongoing,0,Did Not Engage Within 3 Days
C0704,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0705,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0706,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0707,Ghost,1,1,0,1,7.1,No,0,Engaged Within 3 Days
C0708,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0709,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C0710,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0711,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0712,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0713,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0714,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
