Client_ID,Age,Gender,Country,Goal_Type,Lead_Source,Goal_Achieved,Checkin_Rate_Pct,Progress_Photos_Shared,Second_Round,Referred_Someone,Goal_Achieved_Score,Checkin_Score,Progress_Photos_Score,Second_Round_Score,Referral_Score,Superfan_Score,Superfan_Score_Rounded,Superfan_Segment
C0515,24,Female,USA,Weight Loss,Instagram,Partial,85.7,Yes,No,1,1,1.71,1,0,2,5.71,6,Happy
C0516,42,Male,Australia,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0517,49,Male,Nepal,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0518,40,Female,Nepal,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0519,27,Female,Australia,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0520,42,Female,Nepal,Body Transformation,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0521,27,Male,Nepal,Weight Gain,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C0522,50,Male,Australia,Weight Loss,Instagram,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C0523,23,Female,Canada,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0524,25,Male,Australia,Weight Gain,Referral,Ongoing,21.4,No,No,1,0,0.43,0,0,2,2.43,2,At Risk
C0525,34,Female,Australia,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0526,33,Female,Australia,Weight Loss,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0527,23,Male,Canada,Weight Loss,TikTok,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C0528,33,Female,Nepal,Body Transformation,Instagram,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C0529,36,Male,Australia,Weight Loss,Referral,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C0530,35,Male,Australia,Weight Gain,Referral,Yes,85.7,Yes,Yes,0,3,1.71,1,2,0,7.71,8,Happy
C0531,45,Male,USA,Weight Gain,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0532,32,Female,Australia,Weight Loss,Referral,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C0533,29,Female,Australia,Weight Loss,Referral,Yes,85.7,No,No,1,3,1.71,0,0,2,6.71,7,Happy
C0534,19,Male,USA,Weight Loss,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0535,34,Female,Australia,Weight Loss,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0536,53,Female,UAE,Weight Loss,Referral,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0537,33,Male,USA,Weight Gain,TikTok,No,0.0,No,No,1,0,0.0,0,0,2,2.0,2,At Risk
C0538,27,Male,Nepal,Weight Loss,TikTok,Partial,92.9,No,No,0,1,1.86,0,0,0,2.86,3,At Risk
C0539,48,Male,USA,Weight Gain,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0540,26,Female,Australia,Weight Gain,Referral,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C0541,29,Female,Other,Weight Loss,Referral,Partial,85.7,Yes,Yes,0,1,1.71,1,2,0,5.71,6,Happy
C0542,21,Male,UAE,Weight Loss,Instagram,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0543,22,Female,UAE,Weight Gain,Other,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0544,23,Female,Australia,Weight Gain,TikTok,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C0545,36,Male,Australia,Weight Loss,Instagram,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C0546,51,Female,Australia,Weight Loss,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0547,36,Female,USA,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0548,29,Female,Australia,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0549,38,Male,Australia,Body Transformation,Referral,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0550,23,Male,USA,Weight Loss,Instagram,Yes,85.7,No,No,0,3,1.71,0,0,0,4.71,5,Neutral
C0551,41,Female,USA,Weight Loss,TikTok,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C0552,29,Female,UAE,Weight Loss,Instagram,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0553,34,Female,USA,Weight Loss,TikTok,Yes,78.6,No,No,1,3,1.57,0,0,2,6.57,7,Happy
C0554,28,Female,USA,Body Transformation,Referral,No,0.0,Yes,Yes,1,0,0.0,1,2,2,5.0,5,Happy
C0555,25,Female,Australia,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0556,34,Female,Australia,Weight Loss,Referral,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C0557,33,Female,Australia,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0558,46,Female,UAE,Weight Loss,Instagram,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0559,32,Female,Australia,Weight Loss,TikTok,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C0560,24,Male,Australia,Body Transformation,TikTok,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C0561,38,Female,USA,Weight Gain,Referral,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0562,36,Female,Australia,Weight Loss,Instagram,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C0563,29,Female,Australia,Weight Loss,Referral,Yes,100.0,No,Yes,0,3,2.0,0,2,0,7.0,7,Happy
C0564,30,Male,USA,Weight Gain,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0565,37,Female,Other,Weight Loss,Other,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0566,36,Male,Australia,Weight Loss,TikTok,Ongoing,14.3,No,No,0,0,0.29,0,0,0,0.29,0,At Risk
C0567,24,Male,USA,Weight Loss,Instagram,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0568,49,Female,Nepal,Body Transformation,Referral,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0569,25,Female,Canada,Body Transformation,TikTok,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C0570,27,Female,Australia,Weight Loss,Referral,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0571,35,Female,Australia,Weight Loss,Referral,No,0.0,No,Yes,1,0,0.0,0,2,2,4.0,4,Neutral
C0572,31,Female,USA,Body Transformation,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0573,24,Female,USA,Body Transformation,Instagram,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0574,20,Female,USA,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0575,38,Female,USA,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0576,34,Female,Nepal,Body Transformation,Referral,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C0577,53,Female,Canada,Body Transformation,Referral,Yes,92.9,No,Yes,0,3,1.86,0,2,0,6.86,7,Happy
C0578,36,Female,Nepal,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0579,43,Female,Nepal,Weight Gain,TikTok,No,7.1,Yes,Yes,0,0,0.14,1,2,0,3.14,3,Neutral
C0580,51,Female,Australia,Body Transformation,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0581,28,Female,USA,Weight Loss,Instagram,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0582,22,Male,Australia,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0583,49,Female,Australia,Body Transformation,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0584,46,Male,Nepal,Body Transformation,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0585,38,Female,Nepal,Body Transformation,Referral,Yes,85.7,No,No,0,3,1.71,0,0,0,4.71,5,Neutral
C0586,39,Female,Australia,Weight Loss,Instagram,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0587,28,Female,Australia,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0588,36,Female,USA,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0589,33,Female,Australia,Weight Loss,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C0590,26,Female,Australia,Weight Loss,Referral,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0591,38,Male,UAE,Weight Loss,TikTok,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C0592,24,Female,USA,Body Transformation,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0593,20,Female,Nepal,Weight Loss,Referral,Yes,78.6,No,No,1,3,1.57,0,0,2,6.57,7,Happy
C0594,32,Female,USA,Weight Gain,TikTok,Partial,100.0,No,No,0,1,2.0,0,0,0,3.0,3,Neutral
C0595,28,Female,Australia,Weight Loss,Instagram,Yes,85.7,No,No,0,3,1.71,0,0,0,4.71,5,Neutral
C0596,37,Female,Australia,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0597,30,Female,UAE,Weight Loss,Referral,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0598,37,Female,USA,Weight Loss,Referral,Yes,100.0,Yes,Yes,0,3,2.0,1,2,0,8.0,8,Superfan
C0599,21,Male,USA,Weight Loss,Referral,Partial,78.6,No,Yes,0,1,1.57,0,2,0,4.57,5,Neutral
C0600,23,Male,Australia,Body Transformation,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0601,30,Female,Australia,Body Transformation,Instagram,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0602,21,Female,UAE,Weight Loss,Referral,Yes,92.9,Yes,Yes,0,3,1.86,1,2,0,7.86,8,Happy
C0603,28,Female,Australia,Weight Loss,Other,No,21.4,No,Yes,1,0,0.43,0,2,2,4.43,4,Neutral
C0604,26,Male,Nepal,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0605,37,Male,Australia,Body Transformation,Other,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0606,38,Female,Nepal,Weight Gain,Referral,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0607,49,Male,Nepal,Weight Loss,Referral,No,0.0,No,No,0,0,0.0,0,0,0,0.0,0,At Risk
C0608,37,Female,Australia,Weight Gain,Referral,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C0609,24,Male,Australia,Body Transformation,Instagram,No,7.1,Yes,Yes,0,0,0.14,1,2,0,3.14,3,Neutral
C0610,33,Male,USA,Weight Gain,Referral,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0611,30,Female,Australia,Weight Gain,Instagram,No,7.1,No,No,0,0,0.14,0,0,0,0.14,0,At Risk
C0612,35,Female,USA,Body Transformation,Referral,Partial,78.6,Yes,Yes,1,1,1.57,1,2,2,7.57,8,Happy
C0613,26,Male,Australia,Weight Loss,Instagram,No,7.1,No,No,0,0,0.14,0,0,0,0.14,0,At Risk
C0614,27,Male,USA,Weight Loss,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0615,56,Female,USA,Body Transformation,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0616,23,Female,USA,Body Transformation,Other,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C0617,21,Female,USA,Weight Gain,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0618,31,Male,Other,Weight Loss,Referral,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0619,28,Female,Nepal,Body Transformation,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0620,31,Female,USA,Body Transformation,Other,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0621,25,Female,Australia,Weight Loss,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0622,34,Female,Australia,Body Transformation,Instagram,Partial,92.9,No,No,0,1,1.86,0,0,0,2.86,3,At Risk
C0623,26,Female,USA,Weight Gain,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C0624,32,Female,Canada,Weight Loss,TikTok,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C0625,33,Female,Australia,Body Transformation,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0626,30,Male,Australia,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0627,48,Female,UAE,Weight Loss,Instagram,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0628,43,Male,Australia,Weight Loss,TikTok,Yes,100.0,No,No,0,3,2.0,0,0,0,5.0,5,Happy
C0629,41,Female,USA,Weight Loss,TikTok,Partial,100.0,No,No,0,1,2.0,0,0,0,3.0,3,Neutral
C0630,33,Male,USA,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0631,28,Female,USA,Weight Gain,Referral,Yes,100.0,Yes,Yes,0,3,2.0,1,2,0,8.0,8,Superfan
C0632,18,Female,Nepal,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0633,30,Female,USA,Weight Gain,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0634,29,Male,Nepal,Weight Loss,Referral,Partial,78.6,Yes,Yes,0,1,1.57,1,2,0,5.57,6,Happy
C0635,33,Female,USA,Body Transformation,TikTok,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C0636,33,Male,Australia,Body Transformation,Instagram,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0637,18,Male,USA,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0638,26,Female,Australia,Weight Loss,Instagram,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0639,28,Female,Nepal,Weight Loss,TikTok,No,7.1,No,Yes,1,0,0.14,0,2,2,4.14,4,Neutral
C0640,54,Female,USA,Weight Loss,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0641,23,Male,UAE,Weight Gain,TikTok,No,0.0,No,No,1,0,0.0,0,0,2,2.0,2,At Risk
C0642,45,Female,Nepal,Weight Gain,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0643,18,Female,USA,Weight Gain,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0644,18,Female,USA,Body Transformation,TikTok,No,0.0,No,No,0,0,0.0,0,0,0,0.0,0,At Risk
C0645,35,Female,UAE,Weight Loss,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0646,42,Female,USA,Weight Gain,TikTok,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C0647,20,Male,Nepal,Weight Loss,Instagram,Partial,78.6,Yes,No,1,1,1.57,1,0,2,5.57,6,Happy
C0648,27,Female,Nepal,Weight Loss,TikTok,Partial,85.7,Yes,No,1,1,1.71,1,0,2,5.71,6,Happy
C0649,24,Female,Australia,Body Transformation,Referral,Partial,100.0,No,Yes,0,1,2.0,0,2,0,5.0,5,Happy
C0650,45,Female,USA,Body Transformation,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0651,23,Female,Other,Weight Loss,Referral,Partial,85.7,No,Yes,0,1,1.71,0,2,0,4.71,5,Neutral
C0652,36,Female,Australia,Weight Loss,TikTok,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C0653,44,Male,Australia,Weight Gain,TikTok,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C0654,38,Male,USA,Weight Loss,Referral,Yes,85.7,No,No,0,3,1.71,0,0,0,4.71,5,Neutral
C0655,25,Female,USA,Weight Gain,Instagram,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C0656,29,Male,Australia,Weight Loss,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0657,47,Female,Nepal,Weight Loss,Instagram,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C0658,49,Female,UAE,Weight Loss,Referral,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C0659,22,Female,Nepal,Weight Gain,Referral,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C0660,20,Female,Nepal,Weight Gain,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0661,38,Female,Australia,Weight Gain,Instagram,Partial,100.0,No,No,0,1,2.0,0,0,0,3.0,3,Neutral
C0662,57,Female,UAE,Weight Loss,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0663,36,Female,Australia,Weight Loss,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0664,25,Male,Australia,Weight Loss,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0665,24,Male,Nepal,Weight Loss,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0666,37,Female,USA,Weight Loss,Referral,Yes,85.7,Yes,Yes,0,3,1.71,1,2,0,7.71,8,Happy
C0667,33,Female,Nepal,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0668,31,Female,Australia,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0669,20,Female,USA,Weight Loss,TikTok,No,7.1,Yes,Yes,0,0,0.14,1,2,0,3.14,3,Neutral
C0670,36,Male,USA,Body Transformation,Instagram,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C0671,25,Female,Canada,Weight Loss,Referral,Yes,85.7,Yes,Yes,0,3,1.71,1,2,0,7.71,8,Happy
C0672,28,Male,Australia,Weight Loss,TikTok,Yes,100.0,No,No,0,3,2.0,0,0,0,5.0,5,Happy
C0673,27,Female,Australia,Body Transformation,Instagram,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C0674,20,Male,USA,Weight Loss,Referral,Yes,85.7,Yes,Yes,1,3,1.71,1,2,2,9.71,10,Superfan
C0675,26,Female,Nepal,Weight Loss,TikTok,Ongoing,21.4,No,No,1,0,0.43,0,0,2,2.43,2,At Risk
C0676,30,Male,USA,Body Transformation,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0677,20,Female,UAE,Weight Loss,Referral,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C0678,23,Female,Australia,Body Transformation,Instagram,Partial,78.6,No,No,0,1,1.57,0,0,0,2.57,3,At Risk
C0679,38,Female,UAE,Weight Gain,Instagram,Partial,92.9,No,No,0,1,1.86,0,0,0,2.86,3,At Risk
C0680,27,Male,Other,Body Transformation,Instagram,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0681,55,Female,Nepal,Weight Loss,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C0682,24,Male,USA,Weight Gain,TikTok,No,0.0,No,No,0,0,0.0,0,0,0,0.0,0,At Risk
C0683,30,Female,USA,Weight Gain,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0684,22,Female,Nepal,Weight Loss,TikTok,No,14.3,No,No,0,0,0.29,0,0,0,0.29,0,At Risk
C0685,24,Male,Australia,Weight Loss,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0686,35,Male,UAE,Weight Loss,TikTok,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C0687,55,Male,Nepal,Body Transformation,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0688,18,Female,Australia,Weight Gain,Instagram,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0689,55,Female,UAE,Body Transformation,Referral,Partial,85.7,No,Yes,1,1,1.71,0,2,2,6.71,7,Happy
C0690,51,Female,Nepal,Weight Loss,TikTok,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C0691,59,Male,USA,Weight Loss,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C0692,29,Female,Australia,Weight Loss,TikTok,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C0693,19,Female,Australia,Weight Loss,TikTok,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C0694,23,Female,USA,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0695,36,Female,Australia,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0696,28,Female,USA,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0697,40,Female,USA,Weight Loss,Instagram,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C0698,35,Female,USA,Weight Loss,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0699,24,Female,Australia,Body Transformation,Referral,Yes,78.6,Yes,Yes,1,3,1.57,1,2,2,9.57,10,Superfan
C0700,28,Female,USA,Body Transformation,Instagram,Partial,78.6,No,No,0,1,1.57,0,0,0,2.57,3,At Risk
C0701,26,Female,UAE,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0702,19,Female,Australia,Weight Loss,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0703,19,Female,USA,Weight Loss,TikTok,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C0704,24,Female,Australia,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0705,41,Female,Australia,Body Transformation,Referral,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C0706,38,Male,Nepal,Weight Loss,Referral,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0707,34,Female,Nepal,Weight Loss,TikTok,No,7.1,Yes,Yes,0,0,0.14,1,2,0,3.14,3,Neutral
C0708,30,Male,Nepal,Body Transformation,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0709,25,Female,Canada,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0710,28,Male,USA,Weight Gain,Instagram,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0711,20,Female,Australia,Weight Loss,TikTok,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C0712,23,Female,Australia,Body Transformation,TikTok,Yes,92.9,No,No,1,3,1.86,0,0,2,6.86,7,Happy
C0713,19,Female,Australia,Weight Loss,TikTok,Partial,100.0,No,No,0,1,2.0,0,0,0,3.0,3,Neutral
C0714,27,Female,Nepal,Weight Gain,TikTok,Partial,78.6,No,No,0,1,1.57,0,0,0,2.57,3,At Risk
C0715,46,Female,Australia,Weight Loss,Instagram,No,7.1,Yes,Yes,1,0,0.14,1,2,2,5.14,5,Happy
C0716,31,Female,Nepal,Weight Loss,TikTok,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C0717,34,Female,UAE,Weight Loss,Other,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0718,35,Female,Nepal,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0719,47,Male,Australia,Weight Loss,Referral,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0720,27,Male,Nepal,Weight Loss,Instagram,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C0721,18,Male,Nepal,Weight Gain,Instagram,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C0722,26,Female,USA,Body Transformation,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0723,37,Female,UAE,Weight Loss,Referral,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0724,19,Female,USA,Weight Loss,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0725,26,Female,USA,Body Transformation,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0726,44,Female,Nepal,Weight Gain,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0727,36,Female,UAE,Weight Gain,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0728,37,Male,UAE,Weight Loss,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C0729,28,Male,Australia,Weight Loss,Instagram,Partial,78.6,No,No,0,1,1.57,0,0,0,2.57,3,At Risk
C0730,29,Female,Australia,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0731,37,Female,Australia,Body Transformation,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C0732,56,Female,Canada,Weight Loss,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0733,28,Female,USA,Weight Gain,Referral,Partial,78.6,No,Yes,0,1,1.57,0,2,0,4.57,5,Neutral
C0734,20,Female,USA,Weight Loss,TikTok,Ongoing,14.3,No,No,0,0,0.29,0,0,0,0.29,0,At Risk
C0735,18,Female,Other,Weight Gain,TikTok,No,7.1,No,No,0,0,0.14,0,0,0,0.14,0,At Risk
